source,content
sozcu,"
SÖZCÜ Televizyonunda Serap Belovacıklı’nın sunduğu “Haber Saati” yayınına katılan İYİ Parti Genel Başkan Yardımcısı Ahmet Zeki Üçok, görevden alınmasıyla ilgili açıklamalarda bulundu.
“HABERİ GENEL SEKRETERDEN ÖĞRENDİM”
Üçok, görevden alınma sürecinden nasıl haberdar olduğuyla ilgili şu ifadeleri kullandı:
“Ben dün akşam bazı arkadaşlarımızla görüştüm. Beni aradılar, ‘bir şey var bilgin var mı?’ gibilerinden, ben de herhangi bir haberim olmadığını ifa ettim. Sabahleyin genel sekreterimizi aradım. Genel sekreterimiz Ayfer Hanım’la konuştum. O da bana, bu konuda kendimi bilgilendireceğini söyledi. Saat 13.00 gibi görevden alındığımı, yeni arkadaşımızın atanacağını ifade etti. Ben olayı resmi olarak, tebligat olarak bugün saat 13.00 civarında öğrendim.”
“BÖYLE BİR DURUMU BEKLEMİYORDUM, ŞARIRDIM, ÜZGÜNÜM”
Görevden alınma nedeni hakkında bilgisinin bulunmadığını aktaran Üçok, “Gerekçesini tabi sayın genel başkanımız Akşener gerek duyarsa açıklayacaktır. Bizim parti tüzüğümüzde divan üyelerinin görevlendirilmesi ve görevden alınması yetkisi tamimiyle genel başkana aittir. Genel başkan böyle bir takdiri onaylayarak bizi divan üyesi yapmıştı. Şimdi de muhtemelen kendisine göre haklı nedenlerle beni görevden almıştır. Tabi ‘ben bekliyor muydum?’ derseniz ben beklemiyordum böyle bir durumu. Şaşırdım. Böyle bir süreci yaşadığım için de üzgünüm, mutlu değilim” diye konuştu.
""HERHANGİ BİR ŞEY İFADE EDİLMEDİ""
Üçok, “Ben bir partiye girerken de milletvekili olayım, şu olayım, bu olayım diye girmedim. Milletvekilleri seçimlerinde de ben listede yer almamış olmama karşın, yine partimde kalmaya devam ettim. Şimdi de genel başkan yardımcısıydım, Akşener beni genel başkan yardımcısı yaptı. Şimdi de aldı. Bundan yana da mutlu değilim ama bunun da beni çok da sarstığını ifade edemem. Ben, genel başkan yardımcılığı yani hukuk ve adalet politikaları başkanlığından el çektirildim. Onun haricinde başka bir tebligat yok. Bana bugün saat 13.00 itibariyle söylenen sadece hukuk ve adalet politikaları başkanlığı görevimden el çektirildiğimdi. Onun haricinde her hangi bir şey ifade edilmedi bana.” Dedi.
“AKŞENER’İN RAHATSIZLIK DUYUP DUYMADIĞINI BİLMİYORUM”
Serap Belovacıklının, “İşbirliği için ‘Hayır’ kararı çıkan Genel İdari Kurulu’nda (GİK), iş birliği yapılmaması durumunda partinin 1 ilçe kazanacağına yönelik açıklaması ve İYİ Parti İstanbul Milletvekili Salim Ensarioğlu Şeyh Said ile ilgili paylaşımına tepki göstermesinin görevden alınmasında etkisi olup olmadığına yönelik sorusuna ise şu cevabı verdi:
*İşbirliği olmaması durumunda kazanacağımız ve kazanamayacağımız illeri bunların hepsini sayın genel başkanımıza gönderdim. Genel başkanımız ‘bunları Genel İdare Kurulu’nda da sunarsanız çok iyi olur’ dedi.
*Biz de ona göre hazırlık yaptık. Toplantı uzadığı için ben de oradaki rakamları anlattım. Oylama neticesinde 14 arkadaşımız iş birliği yönünde, geri kalan 35 arkadaşımız da ayrı girelim diye oy kullandı.
*Herkes fikrini söyledi. Ben daha önce de televizyonlarda da ifade ettim. GİK kararını gerçekleştirmek için el birliğiyle çalışacağımızı ifade ettim. Bu konu böyle.
*Bundan bir rahatsızlık duyup duymadığını bilemiyorum ama benimle konuşmalarında bu konuda her hangi bir rahatsızlık duymadığını hatta bunun bir demokrasi örneği olduğunu, partideki demokratik işleyişi örnek olarak benim yaptığım bu çalışmaları anlattığını ifade etti.
*Sayın Ensarioğlu’nun attığı tweet benim kabullenmem mümkün değil. Dolayısıyla ben bununla ilgili bir paylaşımda bulundum. Sayın Kürşat Bey’in yazdığı tweetin içerisinden alınarak ve onu desteklemek amacıyla atılmış bir tweettir.
*Attığım tweette parti politikasını destekleyen ve parti sözcümüzün yazdığı tweeti destekleyen nitelikte. Ben bu konuda sayın genel başkanın ne düşündüğünü bilmiyorum. Ondan rahatsız oldu mu, olmadı mı bilemiyorum. Ama rahatsız olunacak bir paylaşım olduğunu görmedim.
""YÜZYÜZE KONUŞARAK YAPILMASINI TERCİH EDERDİM”
Görevden alınma şeklinden rahatsız olduğunu da dile getiren Üçok, “Bu partide genel başkan yardımcıları, genel başkana yardımcı olmak için bizzat genel başkan tarafından seçilen kişiler… Dolayısıyla bunları seçme özgürlüğü olduğu gibi bence ihraç veya görevden alma özgürlüğü de var. Ama bu daha usulüne uygun yapılabilinirdi. Yani benimle konuşabilirdi. ‘Ben şundan veya şu hareketinizden rahatsız oldum. Bu görevden ayrılır mısınız?’ dese tabiki biz bunu ikiletmezdik.  Ben en azından böyle bir kararı önce kendisinden duymayı arzu ederdim. Ben bu partinin genel başkan yardımcısıyım. Partideki hiyerarşik sıralamaya baktığınızda 6’ncı sıradayım. Bu benim Ahmet Zeki Üçok veya Mehmet Hasan olmam gibi bir şey değil bu. Bu partideki insanlara verilen değerle ilgili bir şey olmalı. Bu yüzden ben bunun daha prosedürlere veyahut yüz yüze konuşarak yapılmasını tercih ederdim. Ama bu da sayın genel başkanının takdiridir.” diye konuştu. "
sozcu,"
Nazilli’nin Yeşil Mahalle’de zehirlenerek öldürülmüş bulunan 13 köpekle ilgili araştırmalar sürerken, bir haber de Köşk ilçesinden geldi.
Köşk’e bağlı Çarşı Mahallesi’ndeki Çekirdek Deresi yakınlarında hayvanların zehirle öldürüldüğü iddiası üzerine bölgeye giden polis ve zabıta ekipleri, farklı noktalarda sahipsiz 17 köpek ile 3 tilkinin ölüsünü buldu.
Bölgede hayvanların zehirlenmesinde kullanıldığı düşünülen tavuk eti parçaları incelenmek üzere alındı. Hayvanseverler katliama tepki gösterirken, polis ve zabıta ekipleri de köpek ölümlerine ilişkin soruşturma başlattı. "
indyturk,"Çevre uzmanları, İsrail’in Gazze’deki tünelleri sular altında bırakmaya çalıştığı konusunda uyararak, bu adımın, gerçekleşmesi halinde, yeraltı suları ve muhtemelen Gazze Şeridi’ndeki toprak için uzun vadeli etkileri olacak bir felakete yol açacağını ve ayrıca muhtemelen binaların temellerinin de etkileneceğini belirttiler. İsrail ordusunun Gazze Şeridi’nde Hamas Hareketi’nin tünel ağına deniz suyu pompalamaya gerçekten başlayıp başlamadığı henüz netleşmedi.
İsrail, Hamas’ın Gazze Şeridi’nin kuzeyindeki ve güneyindeki tünellerini hedef alıyor. Bu tüneller, hareketin liderlerinin hayatta kalmasını sağlayan, savaşçılarına saldırı avantajı sağlayan ve İsrail’in aradığı rehinelerin tutulma yeri olarak kullanılan en güçlü silah olarak biliniyor. İsrail ordusu konu hakkında yorum yapmayı reddederken, Savunma Bakanı Yoav Gallant’ın açıklamaları, tünelleri sular altında bırakma fikri gerçekten hayata geçirilecekse İsrail’in esirlerin olmadığını bildiği belirli bölgelere yönelik olacağını gösteriyor.

fazla oku
Bu bölüm, konuyla ilgili referans noktalarını içerir. (Related Nodes field)

İki ABD’li yetkilinin Reuters’e yaptığı açıklamaya göre, Suudi Arabistan Veliaht Prensi Muhammed bin Selman ile ABD Ulusal Güvenlik Danışmanı Jake Sullivan arasında dün yapılan bir toplantının odak noktası Gazze’deki durum ve diğer bölgesel konulardı. Yetkililerden biri, toplantının “bölge genelinde istikrarı korumak ve İsrail ile Hamas arasındaki çatışmanın yayılmasını önlemek için diplomatik çabaları artırmaya” odaklandığını belirtti.
İsrail Başbakanı Binyamin Netanyahu, Washington ile aralarındaki görüş ayrılıkları kamuoyuna yansıdıktan sonra bu anlaşmazlığı düzeltmek amacıyla bugün ülkesine gelen Sullivan’ı Tel Aviv’de ağırlayacak. Sullivan’ın çatışmaların yoğunluğunu azaltmak için baskı yapması ve savaş için bir son tarih belirlemesi bekleniyor.
Öte yandan İsrail, güçlerinin Gazze Şehri’nde pusuya düşürülmesinin ardından bir aydan uzun bir süredir ilk defa en büyük kayıplarını verdiklerini duyurdu. Bu durum vatandaşları arasında şok etkisi yarattı. İsrail ordusu, bir albay ve Golani Tugayı’nın da bulunduğu taburlardaki üst düzey komutanlarını içeren 10 askerini kaybettiğini açıkladı. Bu açıklamanın ardından İsrailli esirlerin aileleri yardım çağrısı yaparak savaşın tamamen durdurulmasını ve evlatlarının serbest bırakılması için görüşmelerin başlamasını talep ettiler.
İsrail’in, sivil ölümleri ve Gazze Şeridi’nde ağırlaşan insani felaketle birlikte gittikçe artan diplomatik bir izolasyonla karşı karşıya olduğu bir dönemde, BM’nin insani sebeplerden ötürü derhal ateşkes ilan edilmesini istemesinden bir gün sonra ve ABD Başkanı Joe Biden’ın sivillere yönelik “ayrım gözetmeksizin” yaptığı bombardımanın İsrail’e verilen uluslararası desteği baltaladığı yönündeki açıklamasına rağmen; İsrail Başbakanı Binyamin Netanyahu, güney bölgesindeki zırhlı kuvvetler kampına yaptığı ziyarette “Uluslararası baskı bizi durduramayacak” diyerek dünyaya meydan okudu.
*İçerik orijinal haline bağlı kalınarak çevrilmiştir. Independent Türkçe’nin editöryal politikasını yansıtmayabilir.
Şarku'l Avsat'ın haberlerine ulaşmak için tıklayın
hamasTÜNELİsrailİsrail’in Hamas Hareketi’nin tünel ağına deniz suyu pompalamaya başlayıp başlamadığı henüz netleşmediPerşembe, Aralık 14, 2023 - 15:45Main image: 
Fotoğraf: AA

Dünyarelated nodes: Hamas liderlerinden Heniyye: Gazze'de içinde Hamas'ın olmadığı her senaryo vehimdirBatı Şeria'da Hamas'a destek üç kat arttıİsrail ve Hamas'ın yeni bir esir takası anlaşmasındaki çıkarları neler?Type: newsSEO Title: Tünellerin suyla doldurulması Gazze’yi felaketle tehdit ediyorcopyright Independentturkish: "
gazeteduvar,"        Google Haberlere Abone ol    DUVAR - İYİ Parti'nin yerel seçimlere 81 ilde kendi adaylarıyla seçime girme kararının ardından başlayan tartışmalar devam ediyor. İYİ Parti Genel Merkez Kurumsal İlişkiler Başkan Yardımcısı Mete Koca, sosyal medya hesabından İBB Başkanı Ekrem İmamoğlu ve İBB İYİ Parti Meclis Üyesi İbrahim Özkan'ı etiketleyerek, ""CHP’nin Eş genel başkanı İbb meclis üyeleri üzerinden operasyon çekiyor. Operasyonun büyüğü 31 Martta olacak Sayın Eş Başkan!! SENİ BAŞKAN SEÇTİRTMEYECEĞİZ!!"" ifadelerini kullandı.   CHP’nin Eş genel başkanı İbb meclis üyeleri üzerinden operasyon çekiyor. Operasyonun büyüğü 31 Martta olacak Sayın Eş Başkan!!SENİ BAŞKAN SEÇTİRTMEYECEĞİZ!! @ibrahim_ozkan61 @ekrem_imamoglu — Mete K O C A (@MeteKOCA3455) December 13, 2023 Ne olmuştu? İYİ Parti Grup Başkanvekili İbrahim Özkan, Meral Akşener'in isteğiyle İBB Belediye Meclisi  görevinden istifa etmişti. Özkan, ""Genel Başkan Meral Akşener'in talebi doğrultusunda artık 'Hür ve Müstakilim' İBB İYİ Parti Grup Başkan Vekilliği görevinden istifa ediyorum"" demişti. İbrahim Özkan'ın istifası sonrasında İBB Meclisi'ndeki İYİ Parti grubu yeni grup başkanvekili seçmek üzere toplandı. 9 meclis üyesi bulunan İYİ Parti grubunun toplantısına, İBB Başkanı aday adayı olan İYİ Parti Grup Sözcüsü Suat Sarı katılmadı. Toplantıda 8 meclis üyesinden 7’sinin oyları ile İbrahim Özkan yeniden grup başkanvekilliğine aday olarak gösterildi ve seçildi. Toplantıda alınan karar ile grup sözcüsü Suat Sarı’nın yerine de Çekmeköy’den meclis üyesi olan Bora Kılıç seçildi. İbrahim Özkan, partisinin yerel seçimlerde ittifak yapmama kararını eleştirerek ""Teşkilatlara rağmen siyaset yapılmaz. Genel İdare Kurulu’nun vermiş olduğu bir karar var. Bu karar nasıl değiştirilebilir. Ayetleri tefsirciler tartışabiliyor. Genel İdare Kurulu, Genel Başkana yetki verdi. Şuan böyle bir yetki yok. Bence istişare kanallarının kapanması diye bir şey yok. 20 Şubat’a kadar bu süreç devam edebilir. Somut bir öneri getirilirse, Genel Başkan nezaketli bir insan. Genel kanaat işbirliği yapılması yönündedir"" ifadelerini kullanmıştı. (HABER MERKEZİ) "
indyturk,"78'liler Girişimi Sözcüsü, gazeteci, yazar Celalettin Can, rahatsızlığı sebebiyle göründüğü doktorun söylenen “uyku apnesi kalbi zorluyor, ciddi risk altındasın” teşhisine rağmen Adli Tıp Kurumu’nun verdiği “cezaevinde kalabilir” raporuna tepki gösterdi. “Bu bir yaşam hakkı ihlalidir” diyerek sitem eden Can, gönderdiği mektupta cezaevlerinde işkence, kötü muamele ve yaşam hakkı ihlallerini gündeme getirdi.
Celalettin Can'ın mektubu şöyle:

Yaşadığım coğrafyanın güçlükleri içinde demokratikleşme ve özgürlük mücadelesi için gazetecilik, yazarlık yapmaya çalışıyorum. 31 Ağustos’ta infazımın gerçekleştiği günden bugüne 5275 sayılı kanunun 89/3 maddesi kapsamında ‘Denetimli Serbestlik Hakkım’ oluşmuşken, cezaevinde kendilerini ikinci bir yargı merci yerine koyan ‘idare ve Gözlem Kurulu’ tarafından hukuksuz bir şekilde sağlık sorunlarıma rağmen ve de Yargıtay’ın bu konudaki kararına rağmen ‘bağımsız koğuş’da kalmayı istemediğim için beni 108 gündür rehin tutuyorlar.

Rahatsızlığım nedeniyle götürüldüğüm Cezaevi Kampüs Hastanesi, Silivri Devlet Hastanesi, Adli Tıp ( 2 kez), Yedikule Göğüs Hastanesi ve cezaevi revirinde bana söylenen “uyku apnesi kalbi zorluyor, ciddi risk altındasın” teşhisine rağmen Adli Tıp Kurumu cezaevinde kalabilir raporu vermiştir

Coğrafyamızda cezaevleri çoğu kez ağır insan hakları ihlallerinin yaşandığı merkezler olurken, ben ve birçok hasta mahpus İstanbul Adli Tıp Kurumu 3. İhtisas Kurulu siyasi bir tutum izleyerek, sağlık sorunu yaşayan mahpusların tam teşekkülü devlet hastanelerinden almış oldukları raporları da kabul etmeyerek, verdikleri kararlarla yaşam haklarımızı ihlali etmekle birlikte sağlık sorunu yaşayan biz hükümlülerin tahliyelerine engel olmaktadırlar. Buradan Adalet Bakanlığına çağrımdır; ATK verdiği bu raporla 19 Arlıkta cezaevinde toplanacak kurulun kararlarını etkilemeyi amaçlamaktadır. Bu bir yaşam hakkı ihlalidir… Adli Tıp Raporuna göre özgürlüğümü engellemeyin…

Cezaevlerinde sağlık sorunu yaşayan mahpusların yaşam ve sağlık hakkının korunması, tahliye koşullarının sağlanması ulusal ve uluslararası mevzuatın, sözleşmelerin gereğidir.

Bu belgelerle ‘mahpuslara yönelik kötü muamele ve işkencenin mutlak suç olduğu ve bu suçların zaman aşımına uğramadığını, mahpusların tüm haklarının devletin koruması altında olduğunu, insan hakları çerçevesinde muamele görmeleri sağlanmalıdır’ diyerek koruma altına almıştır.

Tüm bu yükümlülüklere rağmen Adalet Bakanlığı, Adalet Bakanlığına bağlı Ceza ve Tevkifevleri Müdürlüğü, TBMM vekilleri kamuoyunda yapılan sayısızca açıklama, başvuru, çağrı ve raporları görmezden gelerek, cezaevlerinde işkence ve kötü muamelenin, yaşam hakkı ihlallerinin ve ölümlerin sorumluluğunu taşıyanlar olarak görüleceklerdir.


fazla oku
Bu bölüm, konuyla ilgili referans noktalarını içerir. (Related Nodes field)

Celalettin Can, taleplerini şöyle ifade etti:

Devletin sorumluluğu altındaki cezaevlerinde insanca yaşamı sağlayın. Devlet olarak yükümlülüklerinizi yerine getirin. İhlalleri yapanlar hakkında gerekli soruşturmaları yapın. ATK’nin yaşam hakkını hiçe sayan kurul kararlarını inceleyin. 

Hipokrat yemini ettiğini iddia eden Adli Tıp hekimleri hakkında işlem başlatın. Mecliste, Cezaevleri ile ilgili çalışmalar yürüten sivil toplumla koordineli de çalışacak çok acil cezaevlerini izleme komisyonu kurun.

Bizler siyasi mahpuslarız, haklarımızı biliyoruz… Bizleri ıslah etme yöntemlerinizin tümü kötü muameledir. Vazgeçin… Tüm hasta mahpusların özgürlüğünü sağlayın!

Kanun Hükmünde Kararname (KHK) ile kapatılan Özgür Gündem Gazetesi'nde bir günlük Nöbetçi Genel Yayın Yönetmenliği (GYY) kampanyasına katıldıkları için ""terör örgütü propagandası” suçlamasıyla yargılanan aralarında Celalettin Can, İhsan Çaralan, Ertuğrul Mavioğlu, Hüseyin Aykol, Fehim Işık, Celal Başlangıç, Öncü Akgül ve Faruk Eren’in de bulunduğu 13 gazeteci hakkında Nisan 2019’da ceza verilmişti.
Independent Türkçe
Celalettin Cancezaevi“Devletin sorumluluğu altındaki cezaevlerinde insanca yaşamı sağlayın, yükümlülüklerinizi yerine getirin. İhlalleri yapanlar hakkında gerekli soruşturmaları yapın. ATK’nin yaşam hakkını hiçe sayan kurul kararlarını inceleyin”Perşembe, Aralık 14, 2023 - 15:30Main image: 
Fotoğraf: Independent Türkçe

Haberrelated nodes: Celalettin Can, cezaevinde rahatsızlanarak hastaneye kaldırıldıCelalettin Can: Derhal özgürlüğümü talep ediyorumType: newsSEO Title: Celalettin Can’a ""cezaevinde kalabilir"" raporu: Bu bir yaşam hakkı ihlalidircopyright Independentturkish: "
sozcu,"
İstanbul'da, sosyal medya hesabından Ulu Önder Mustafa Kemal Atatürk'e hakaret ettiği iddiasıyla gözaltına alınan zanlı tutuklandı. 
Sosyal medya hesabından yaptığı canlı yayında Atatürk'e hakaret ettiği belirtilen O.A. hakkında Küçükçekmece Cumhuriyet Başsavcılığı tarafından soruşturma başlatıldı. 
Soruşturma çerçevesinde İlçe Emniyet Müdürlüğü ekiplerince gözaltına alınan zanlı, polisteki işlemlerinin ardından adliyeye sevk edildi. Cumhuriyet savcılığındaki sorgusu sonrası nöbetçi sulh ceza hakimliğine çıkartılan O.A'nın tutuklanması kararlaştırıldı. "
euronews,"By euronews Yayınlanma Tarihi 14/12/2023 - 10:27  Haberi paylaşın YorumlarJaponya'da aralarında bakanların da bulunduğu çok sayıda iktidar partisi milletvekili, bağış toplama etkinliklerinden elde edilen geliri tam olarak bildirmemekle suçlanıyor. REKLAM Japonya'da kabinede yer alan ve iktidarda bulunan Liberal Demokrat Parti (LDP) içindeki en güçlü fraksiyon olan gruba mensup dört bakan, bir bağış toplama skandalı nedeniyle istifa etti. Başbakan Fumio Kişida, istifa eden bakanların yerine yeni isimler atarken, hükümetinin siyasi bağış toplama skandalını ele alış biçimine yönelik eleştiriler sürüyor.  Savcılar, daha önce bilet satış yoluyla toplanan siyasi bağışlardan 500 milyon yen (3,4 milyon dolar) tutarındaki paranın kayıp olması nedeniyle cezai soruşturma başlattı.  Bu kapsamda şu ana kadar LDP'li onlarca milletvekili sorgulandı.  Gelecek haftadan itibaren milletvekillerinin odalarında aramalar da yapılacak.  Soruşturma devam ettiği için henüz herhangi bir resmi açıklama yapılmış değil. Bu arada bakan yardımcısı pozisyonundaki kişilerin de ya görevden alınacağı veya istifa edeceği belirtiliyor.   İstifa eden bakanlar, bakan yardımcıları ve partinin önemli isimlerinin tamamının 2022'de cinayete kurban giden eski Başbakan Şinzo Abe'ye yakın isimler olduğu kaydedildi.   Soruşturma başlatılan grubun adı da ""Abe-fraksiyonu"". 2012-2020 yıllarını kapsayan göreviyle ""Japonya'nın en uzun süreli başbakanı"" unvanına sahip Şinzo Abe, 8 Temmuz 2022'de uğradığı suikastın ardından yaşamını yitirdi.  Şinzo Abe, ülkenin 'en sevilen başbakanı' olarak görülüyordu.  Abe'nin ölümünün ardındna parti liderliğine gelen Fumio Kişida'nın popülaritesi ise günden güne düşüyor.  Son gelişmelerin ardından, Başbakan Kişida'ya yönelik halk desteği yüzde 23'e geriledi."
sozcu,"

 
  
Abone Ol




 Adalet Bakanı Yılmaz Tunç, Çağlayan Adliyesi’nde çektirdiği fotoğrafları tepki çeken avukat Buket Nurşah Tekışık ve fotoğrafların çekildiği odanın sahibi savcı hakkında konuştu. Tunç, savcı hakkında soruşturma başlatıldığını, avukat hakkında ise suç duyurusunda bulunulduğunu söyledi. 




Sozcu.com.tr

Yayınlanma: 11:27 - 14 Aralık 2023


  





  

GÜNÜN MANŞETLERİ


 
























































































































































 

  
"
sozcu,"
Türkiye'deki göçmenlere verilen sağlık hizmetlerinin sayısı dudak uçuklatırken, binlerce yabancının da cezaevlerinde olduğu ortaya çıktı. Verileri paylaşan İYİ Parti Balıkesir Milletvekili Turhan Çömez, Suriyelilere, 3 milyon ameliyat hizmeti, 100 milyon poliklinik hizmeti, 4 milyon da yataklı hizmet verildiğini, 11 binden fazla yabancının da cezaevlerinde olduğunu söyledi.
İYİ Parti Genel Başkan Başdanışmanı ve Balıkesir Milletvekili Turhan Çömez, ülkede kaçak göçmenlerin aldığı sağlık hizmetleri ile cezaevlerinde tutuklu ve hükümlü olan yabancıların dudak uçuklatan sayısını paylaştı.
""GERİ DÖNMEYENLER BİLİNMİYOR""
Adalet Bakanlığı'na Türkiye'deki cezaevlerinde kaç yabancının olduğunu soran Çömez, Bakan Yılmaz Tunç imzalı cevabı paylaştı. Cevap yazısında, cezaevlerinde 11 bin 345 yabancı uyruklu tutuklu ve hükümlü olduğu belirtildi. Rakamın fazlalığına dikkat çeken Çömez ""İnanılır gibi değil, tam bir baş belası. Bu ülkenin sırtına yük oldukları yetmezmiş gibi, bir de uyguladıkları kriminal faaliyetlerle hem bu milletin güvenliğini tehlikeye atıyorlar, hem bu milletin sırtından geçiniyorlar, hem de cezaevlerini işgal ediyorlar. Cezaevlerinden izinli çıkarak kaçan ve geri dönmeyen mültecilerin ne kadar olduğunu da henüz bilmiyoruz"" dedi.

""DIŞARIDA GEZEN KAÇ KİŞİ VAR?""
Dışarıda olup da, öyle ya da böyle suça bulaşmış, kriminal faaliyetlere bulaşmış ve hala dışarıda gezen kaç kişi var onu da bilmediklerini dile getiren Çömez, 'Türkiye'nin bu tipler için bir cennet olduğunu' ifade ederek, şöyle konuştu:
- Bu ülkenin asil evlatları için bir eziyet haline geldi. Her gün haberler geliyor. Yurtdışında yaptıkları mafyöz faaliyetler, kriminal işler, uluslararası çetelerin işlemiş olduğu faaliyetler münasebetiyle Türkiye'de rahatlıkla, ellerini, kollarını sallaya sallaya dolaştıklarını ve bu aziz vatandan vatandaşlık aldıklarını biliyoruz.
- Tonlarca uyuşturucuyu Avrupa'ya sokmuş, kırmızı bülten ile aranıyor, elini, kolunu sallaya sallaya sınırdan geçiyor, üç-beş kuruş veriyor, ondan sonra da vatandaş oluyor. Üstelik Türk adı alıyor. Onlarcası var böyle. Bakın bir daha uyarıyorum; Türkiye bu sorunun farkına varmaz ise, AKP rejiminin uyguladığı gibi, aymaz bir politika ile ensar ve muhacir kültürü ile yaklaşırsa, yarınlar bu ülkenin evlatları için asla ve asla güvenli bir ülke olmayacak.""
""ÜÇ MİLYONDAN FAZLA AMELİYAT""
Öte yandan ülkede kaçak ve mülteci durumda olan göçmenlerin aldığı sağlık hizmetleri verilerini de paylaşan İYİ Parti'li Çömez, sağlık verilerini de aktardı:
- Şu ana kadar 3 milyondan fazla Suriyeli'ye ameliyat yapıldı. Yine Suriyelilere, 100 milyondan fazla poliklinik hizmeti, 4 milyona yakın da yataklı hizmet verildi. Bu inanılır gibi değil. Bu külfete ve yüke Türkiye'nin ve Türk milletinin tahammül etmesi ve katlanması mümkün değil.
- Siz Türk vatandaşından ilaca katkı payı ve muayene katkı payı alacaksınız. Bu mültecilerden, bu kaçaklardan, bu ülkeyi işgal etmiş yabancılardan bir tek kuruş alamayacaksınız. Ve bütün bunların faturasını Türk milletinin sırtına yükleyeceksiniz. "
gazeteduvar," DUVAR - Gökçer Tahincioğlu bugün T24'teki köşesinde, Somali Cumhurbaşkanı Hasan Şeyh Mahmud'un oğlu Muhammed Hasan Şeyh Mahmud'un İstanbul'da ölümüne neden olduğu motokurye Yunus Emre Göçer cinayetiyle ilgili olarak, ""Otistik çocuğunun yanında olabilmek için TIR şoförlüğünü bırakıp kuryelik yapan Göçer'in ailesine intihar ettiği bilgisinin verilmesine kadar uzanan büyük bir zalimlik..."" diye yazdı.  Gökçe'nin yazısından bir bölüm:""Mahmud'un kazadan sonra itinayla kaçırıldığı ortada. Düzenlenen tutanakta Göçer'in suçlanması, olayın nasıl meydana geldiğinin anlatılmasına rağmen Mahmud'un serbest bırakılması ve ülkesine kaçmasına fırsat verilmesi, birilerinin kazadan hemen sonra bunları organize ettiğini gösteriyor."
sozcu,"
TBMM’de başlayan bütçe görüşmeleri adeta 'Yemekteyiz' programına döndü. Milletvekilleri 24 Aralık'a kadar hergün ziyafet çekecek. Hazırlanan listeye göre kebaptan köfteye, börekten dolmaya, dönerden tatlıya kadar birçok lezzeti yiyecek olan milletvekillerini oylayacağı 2024 bütçesi de vatandaşı yiyip bitirecek.
VERGİLERDE BÜYÜK ARTIŞ
Meclis'te görüşülen 2024 bütçesine göre, gelecek yıl vatandaştan toplanacak vergi bu yıla göre yüzde 72.7 oranında artacak.
2023 yılında vergi gelirlerinin 4 trilyon 824 milyar lira olması beklenirken, 2024 yılında bu gelirin 8 trilyon 335 milyar liraya çıkması bekleniyor.
Akaryakıt, alkol ve tütün ürünleri, motorlu taşıtlardan alınan özel tüketim vergisinde (ÖTV) de ciddi artış yaşanacak. ÖTV gelirinin 2023’e göre yüzde 71.9 oranında bir artışla 1 trilyon 409 milyar 765 milyon TL’ye çıkması öngörülüyor. 
2024’te petrol ve doğalgaz ürünlerinden alınan ÖTV’nin yüzde 129.4, otomobildeki ÖTV’nin yüzde 43.6, alkollü içkiden alınan ÖTV’nin yüzde 70.3, tütün ürünlerinden alınan ÖTV’nin yüzde 71.8 artması bekleniyor. 
DEV AÇIK
2024 yılında bütçe giderleri Hazine yardımı ve gelirden ayrılan paylar hariç 11 trilyon 89 milyar TL olarak tahmin edildi. 2024 yılında bütçe açığının 2 trilyon 651 milyar lira olma bekleniyor. Aradaki fark borçlanma yoluyla finanse edilecek. Bu vatandaşın üstündeki faiz yükünün daha da artması demek. 2024'te faiz giderleri, bütçedeki toplam giderlerin yüzde 11,3 denk düşüyor. Gelecek yıl faize ödenecek para yüzde 94 artışla 1 trilyon 250 milyar lira olacak. Yanlış ekonomi politikalarının sonucu vatandaşın vergileri “faiz lobisi”ne akacak.
MİLLETVEKİLLERİ NE YİYECEK?
Bütçe görüşmeleri sırasında Milletvekilleri yörelerinin mutfağını yansıtan ikramlar yapıyor. Milletvekillerine hangi yemeklerin ikram edileceği liste haline getirilerek dağıtıldı.
Hergün 18.00-21.00 saatleri arasında vekillere ikram edilecek yemekler şöyle:
14 Aralık Perşembe: Mustafa VARANK  (Bursa): İskender Kebap, Yeşillik, Tatlı
15 Aralık Cuma: Bayram ŞENOCAK  (İstanbul): Tavuk Döner, Pilav, Salata, Ayran, Tatlı
16 Aralık Cumartesi: Tahir AKYÜREK  (Konya) Fırın Kebap, Etli Ekmek, Bamya Çorba, Yaprak Sarma
17 Aralık Pazar: İbrahim YURDUNUSEVEN (Afyon): Afyon Yöresel Lezzetler
18 Aralık Pazartesi: Abdullah GÜLER (Sivas): Sivas Yöresel Lezzetler
19 Aralık Salı: Mestan ÖZCAN  (Tekirdağ): Tekirdağ Köftesi, Ayran, Salata
20 Aralık Çarşamba: Mustafa VARANK (Bursa):  İnegöl Köfte, Ayran, Kemalpaşa Tatlısı
21 Aralık Perşembe: Hulusi AKAR (Kayseri) Mantı, Sucuk İçi, Tandır Böreği, Fırın ağzı, Nevzene Tatlısı
22 Aralık Cuma: Cüneyt YÜKSEL (İstanbul): Kuzu Dolma, İçli köfte, Çiğ köfte, Sembusek, Ayran, Harire
23 Aralık Cumartesi: Osman ZABUN (Isparta): Yöresel yemekler
24 Aralık Pazar: Cevahir Asuman YAZMACI (Şanlıurfa): Şanlıurfa yöresel lezzetler. "
